"ID","date_created","fuel_model","fuel_loading","slope","aspect","default_end_month","default_beg_month","remarks","raws_id","gacc","state","active","jurisdiction","lat","raws","elevation","site","lng","grup"
314,"2008-07-30","T","0","0","SE","10","03","N2A","SIAN2","WGBC","NV","0","BLM","41-52-02","Siard","4566","National","117-40-53","Nevada"
315,"2008-07-30","T","0","0","W","10","03","N2B","MORN2","WGBC","NV","0","BLM","40-58-06","Morey Creek","4632","New Jungo","117-48-08","Nevada"
316,"2008-07-30","T","0","0","S","10","03","N2C","SIAN2","WGBC","NV","0","BLM","40-32-47","Siard","5100","Panther","117-34-31","Nevada"
317,"2008-07-31","T","0","0","S","10","03","N3A",,"WGBC","NV","0","BLM","39-47-21","NONE","4650","Warm Springs","119-41-11","Nevada"
318,"2008-07-31","T","0","0","S","10","03","N3B","DEDN2","WGBC","NV","0","BLM","39-12-26","Dead Camel Mountain","5000","Carson","119-43-19","Nevada"
319,"2008-07-31","T","0","0","S","10","03","N3C","FISN2","WGBC","NV","0","BLM","38-55-56","Fish Springs","5133","Fish Springs","119-38-55","Nevada"
320,"2009-07-07","B","0","0","NW","12","01",,"CSVC1","SOCC","CA","0","Ventura County FD","34-24-00","Casitas","1500","Laguna Ridge, Casitas","119-22-44","Ventura County FD"
321,"2009-07-08","H","0","5","W","12","01",,"SUAM8","NRCC","MT","0","USFS","45-41-34","Sula","7729","Lost Trail","113-58-11","Bitterroot National Forest"
322,"2009-07-07","B","0","0","S","12","01",,"WLYC1","SOCC","CA","0","Ventura County FD","34-18-23","Wiley Ridge","1573","Tapo Canyon, Simi Valley","118-42-37","Ventura County FD"
323,"2009-07-07","B","0","0","S","12","01",,"LCBC1","SOCC","CA","0","Ventura County FD","34-06-39","Leo Carrillo","1783","Circle X, Malibu","118-56-14","Ventura County FD"
324,"2008-08-04","G","100","0","W","12","01",,"GRYT2","SACC","TX","0","TFS","32-27-28","Granbury","792","NOTX_Hood_TX","097-49-27","Texas State Forestry"
325,"2008-08-04","G","100","0","S","12","01",,"MEGT2","SACC","TX","0","TFS","31-19-48","Mcgregor","893","CNTX_McCl_TX","097-28-12","Texas State Forestry"
326,"2008-08-04","G","100","0","S","12","01",,"PKLT2","SACC","TX","0","TFS","32-51-56","Possum Kingdom","1212","NOTX_Palo_TX","098-33-26","Texas State Forestry"
327,"2008-08-04","G","100","0","N","12","01",,"GUPT2","SACC","TX","0","TFS","29-51-38","Guadalupe River Sp","1147","CNTX_Comal_TX","098-30-27","Texas State Forestry"
328,"2008-08-04","G","100","0","S","12","01",,"HBYT2","SACC","TX","0","TFS","32-21-10","Hamby","1976","ROPL_Taylor_TX","100-05-24","Texas State Forestry"
329,"2008-08-04","T","4000","5","SE","12","01",,,"RMCC","WY","0","BLM","41-56-00","NONE","7164","Bell Springs","107-19-48","Wyoming High Desert District"
330,"2008-08-04","T","5000","5","N","12","01",,"COWW4","RMCC","WY","0","BLM","41-18-32","Cow Creek","7162","Cow Creek","107-34-26","Wyoming High Desert District"
331,"2008-08-04","F","10000","5","E","12","01",,"COWW4","RMCC","WY","0","BLM","41-23-00","Cow Creek","7245","Dad","107-43-58","Wyoming High Desert District"
332,"2008-08-05","G","100","0","S","12","01",,"BTRT2","SACC","TX","0","TFS","30-06-49","Bastrop","385","CNTX_Bastrop_TX","097-15-42","Texas State Forestry"
333,"2008-08-11","T","5","10","SE","12","01","Grass and sage, less than .05% Rocky Mtn. Juniper. Cheatgrass fuel loading for the Buffalo Field Office calculated at 1.43 tons per acre (samples were 94% Cheatgrass).","ECEW4","RMCC","WY","0","BLM-BFO","44-21-04","Echeta","4536","Petrified","106-31-47","Wyoming High Plains District"
334,"2008-08-14","G","100","0","SW","12","01",,,"SACC","TX","0","TFS","34-08-39","NONE","1798","ROPL_Cottle_TX","100-21-46","Texas State Forestry"
335,"2008-08-14","G","100","0","SW","12","01",,,"SACC","TX","0","TFS","29-36-33","NONE","1053","HILL_Edwards_TX","100-28-23","Texas State Forestry"
336,"2008-08-14","G","100","0","SW","12","01",,,"SACC","TX","0","TFS","31-54-22","NONE","1854","HILL_Coke_TX","100-34-54","Texas State Forestry"
337,"2008-08-14","G","100","0","SW","12","01",,,"SACC","TX","0","TFS","30-59-10","NONE","2615","SOPL_Crockett_TX","101-09-27","Texas State Forestry"
338,"2008-08-15","T","0","0","SE","10","03","N3D",,"WGBC","NV","0","BLM","40-02-58","NONE","6262","DOYLE","120-01-38","Nevada"
339,"2008-08-15","T","0","0","S","10","03","N4A",,"WGBC","NV","0","BLM","39-29-55","NONE","6484","DUCK CREEK","114-44-24","Nevada"
340,"2008-08-15","T","0","0","S","10","03","N4B","CTLN2","WGBC","NV","0","BLM","39-18-35","Cattle Camp","7000","RUTH","114-58-57","Nevada"
341,"2008-08-15","T","0","0","S","10","03","N4C Sawmill","COYN2","WGBC","NV","0","BLM","38-55-05","Coyote Wash","6179","JAKES VALLEY","114-57-25","Nevada"
342,"2008-08-15","T","0","0","S","10","04","N5A",,"WGBC","NV","0","BLM","37-56-49","NONE","5597","PIOCHE","114-22-57","Nevada"
343,"2008-08-15","T","0","0","S","10","03","N5B","KNSN2","WGBC","NV","0","BLM","37-28-40","Kane Springs","5997","RAINBOW CANYON","114-32-21","Nevada"
344,"2008-08-15","T","0","0","S","10","03","N5F","MTSN2","WGBC","NV","0","BLM","36-07-23","Mountain Springs","3982","Pine Creek","115-27-51","Nevada"
345,"2008-08-15","U","0","5366","W","10","03","N5E","MTSN2","WGBC","NV","0","BLM","36-10-56","Mountain Springs","5366","Red Rock","115-30-08","Nevada"
346,"2008-08-16","F","0","5","S","10","04","Records go back through 1995.  Site is prodominantly oak brush with numerous mountain shrubs.","LPRC2","RMCC","CO","0","BLM","38-32-31","Black Canyon","8367","Black Canyon","107-41-14","Uncompahgre Field Office"
347,"2008-08-19",,"0","0",,"12","01","Cheatgrass fuel loading taken July 17th was found to be 1.05 tons per acre.",,"RMCC","WY","0","BLM","44-21-01","NONE","4525","BFO Cheatgrass","106-31-44","Wyoming High Plains District"
348,"2008-08-19",,"0","0",,"12","01","Cheatgrass fuel loading averaged 0.90 tons per acre sampled on July 17, 2009.",,"RMCC","WY","0","BLM","43-25-56","NONE","5135","CFO Cheatgrass","106-14-26","Wyoming High Plains District"
349,"2008-08-21","T","0","0","S","10","06","Site is at Cougar Mountain near Fort Rock Guard Station Lakeview Dist. BLM","FKFO3","NWCC","OR","0","BLM","43-22-13","Fort Rock","4338","Fort Rock","120-52-56","NW07-LFC"
350,"2007-05-07",,"0","20","S","12","01","09-20-21: Time 14:30---Temp. 52 degrees, RH 46 percent, Rain Gauge: 0.40inch
We received .40 inch of rain at the fuels plot and the District Office has received .32 inch for the month of September, but it is still dry under the big trees and drying out qu","MCLI1","EGBC","ID","0","USFS","44-38-31","Tea Pot","5482","Cascade North Zone","115-37-57","Boise NF"
351,"2007-05-07","G","0","10","S","12","01","09-09-21: TIME 1430, CLEAR , WARM:  The area received rain on Sunday September 19th Snoberry leaves starting turn and fall off. Some Ceanothus leaves have turned brown.  Still very dry at the collection site
08-18-21: Wind 3 mph, Temp. 70 degrees, R.H. 27",,"EGBC","ID","0","USFS","44-06-17","NONE","6015","Lowman North Zone","115-09-11","Boise NF"
352,"2007-05-10",,"0","0",,"12","01","09-21-21: Taken at Warm Springs Ridge elevation 5100 feet / Ridgetop-South Exposure Weather taken at 1600 hrs.  Temp: 67 degrees F:  Relative Humidity: 28 percent Winds: W 0-5: N 43 50 8.45 -W 115 54 3.82:  0.13 inch of precipitation during observation pe",,"EGBC","ID","0","USFS","43-50-50","NONE","5031","Idaho City SZ","115-53-8.","Boise NF"
353,"2008-08-28",,"1","0","S","12","01","Cheatgrass fuel loading in old burn scar from Thorne Divide fire under mostly dead ponderosa taken July 24, 2009 is 0.98 tons per acre.","ECEW4","RMCC","WY","0","BLM","44-31-30","Echeta","4292","NFO Cheatgrass","104-48-17","Wyoming High Plains District"
354,"2008-08-29",,"0","0",,"12","01","Creeping Juniper, Grass also.",,"RMCC","WY","0","BLM","44-06-10","NONE","7620","Billy Creek","106-51-22","Wyoming High Plains District"
355,"2008-09-03","C","0","10","SE","12","01","07-01-17: Cheat grass is cured. Most perennial grasses are still green. 10 hour fuels have dropped below 10 percent aiding fire progression. Live fuel moistures are above average for this site. Needle mat, cured grasses and 10 hour fuels would be the prim","TCFI1","EGBC","ID","0","IDL-SWS","43-53-39","Town Creek","4400","Centerville","115-56-01","Idaho State Southwest"
356,"2008-09-03","F","0","30","NW","12","01","8-16-17: Draw Bottoms and North Facing slopes are still green. Elsewhere there is enough cure grass to carry fire. About a week prior to samples the sample site received precipitation. Town Creek RAWS - closest RAWS was outside that cell and did not recei",,"EGBC","ID","1","IDL-SWS","43-46-16","NONE","6750","Boise Basin","116-06-11","Idaho State Southwest"
357,"2008-09-10",,"0","35","SW","12","01",,,"SOCC","CA","0","CAL FIRE","35-24-36","NONE","1350","Parkhill","120-32-32","CDF San Luis Obispo Unit"
358,"2008-09-10",,"0","30","E","12","01",,,"SOCC","CA","0","CAL FIRE","35-15-14","NONE","730","Irish Hills","120-42-27","CDF San Luis Obispo Unit"
359,"2007-05-07",,"0","35","SW","12","01","08-18-21: Time: 13:00 Temp: 68 Degrees RH: 35 Percent Wind: 3.6 W Sky: Partly Cloudy:  Live fuel moistures have dropped just slightly since last recorded. The brush is starting to dry out and the fine fuels on the ground are very dry. Towards the end of J","LTAI1","EGBC","ID","0","USFS","44-05-28","Little Anderson","4560","Emmett North Zone","115-52-50","Boise NF"
360,"2008-09-29","T","0","0","S","11","05",,"SMFO3","NWCC","OR","0","BLM","42-03-03","Summit","5700","Long Canyon","120-01-43","NW07-LFC"
361,"2008-10-02",,"0","2","S","12","01",,"SPKC2","RMCC","CO","0","USFS","38-18-50","Sanborn Park","9900","Raspberry","108-11-44","Uncompahgre NF"
362,"2008-10-02",,"0","5","NE","12","01",,"CMEC2","RMCC","CO","0","BLM","38-26-44","Cottonwood Basin","7590","Roatcap","108-09-31","Uncompahgre NF"
363,"2008-12-10","G","0","0","N","12","01","This is a test site. The values on this table are for test purposes only and do not reflect actual fuel data.",,"NRCC","MT","0","BLM","46-53-39","NONE","3200","Test Site","113-59-38","Example"
364,"2009-07-07","B","0","0","S","12","01",,"OJIC1","SOCC","CA","0","Ventura County FD","34-26-51","Ojai","1900","Sisar Canyon, Upper Ojai Valley","119-08-07","Ventura County FD"
365,"2009-01-21","G","100","0",,"12","01",,"IVET2","SACC","TX","0","TFS","31-30-21","Coleman","1381","HILL_Coleman_TX","099-39-35","Texas State Forestry"
366,"2009-01-21","G","100","0","S","12","01",,"MSAT2","SACC","TX","0","TFS","30-26-40","Mason","1760","HILL_Kimble_TX","099-47-50","Texas State Forestry"
367,"2009-01-21","G","100","0","S","12","01",,"CBDT2","SACC","TX","0","TFS","31-03-11","Colorado Bend","1350","HILL_SanSaba_TX","098-29-58","Texas State Forestry"
368,"2009-01-21","G","100","0","S","12","01",,"LBJT2","SACC","TX","0","TFS","33-21-19","LBJ","1040","NOTX_Wise_TX","097-35-41","Texas State Forestry"
369,"2009-01-23","G","100","0","S","12","01",,,"SACC","TX","0","TFS","28-18-00","NONE","475","RGPL_Dimmit_TX","099-23-39","Texas State Forestry"
370,"2009-01-23","G","100","0","S","12","01",,,"SACC","TX","0","TFS","30-35-45","NONE","5500","TPEC_JeffDavis_TX","103-55-23","Texas State Forestry"
371,"2009-01-23","G","100","0","S","12","01",,"BDTT2","SACC","TX","0","TFS","30-15-45","Bird","1490","HILL_Gillespie_TX","098-37-44","Texas State Forestry"
372,"2009-02-06","G","100","0","S","12","01",,,"SACC","TX","0","TFS","33-45-48","NONE","925","NOTX_Clay_TX","098-23-24","Texas State Forestry"
373,"2009-02-11","C","0","5","SE","11","05","Elkhorn is the nearest RAWs site.",,"NRCC","MT","0","Helena  NF","46-14-29","NONE","5400","Slim Sam","111-42-59","Helena National Forest"
374,"2009-02-11","C","0","20","SE","11","05","Elkhorn is the nearest RAWs site.",,"NRCC","MT","0","Helena NF","46-18-59","NONE","6100","Indian Creek","111-41-59","Helena National Forest"
375,"2009-02-11","H","0","10","SE","11","05","Elkhorn is the nearest RAWs station.",,"NRCC","MT","0","Helena NF","46-22-08","NONE","7380","Park Mine","111-42-45","Helena National Forest"
376,"2009-02-11","H","0","15","SE","11","05","Elkhorn is the nearest RAWs station.",,"NRCC","MT","0",,"46-19-01","NONE","6000","Hall Creek","111-46-16","Helena National Forest"
377,"2009-02-12","G","100","0",,"12","01","Live fuel moisture samples are actually taken throughout the preserve depending on which area we plan to burn next. Due to the changing nature of our sampling area, We are using our visitor center in Kountze as our location in the database. Realize this i","WRRT2","SACC","TX","0","USDOI National Park Service","30-27-31","Southern Rough","107","Big Thicket National Preserve","094-23-13","TX NPs"
378,"2009-02-22","G","100","0",,"12","01",,"GWRT2","SACC","TX","0","TFS","28-27-00","George West","220","COPL_McMullen_TX","098-22-30","Texas State Forestry"
379,"2009-03-09",,"0","0",,"12","01",,"ARGC1","SOCC","CA","0","CAL FIRE","35-11-36","Arroyo Grande","1090","Lopez Lake","120-26-42","CDF San Luis Obispo Unit"
380,"2009-03-12","G","0","0",,"12","01","The average height of the stands are 60 feet. 1% of the fuels are dead.","HBRM8","NRCC","MT","0","Gallatin NF","44-40-07","Hebgen Lake","6665","Hebgen Lake","111-05-57","Gallatin National Forest"
381,"2009-03-12","H","0","40","S","12","01","Also sampled mallow leaved ninebark
Sampling site for PICO is upriver in a clearcut to the east of the road between stormcastle creek and shenango creak. Fuels at the RAWS site have been thinned and managed low amounts of mortality and dead and down fuels","TR293","NRCC","MT","0","Gallatin NF","45-27-04","Shenango","5370","Shenango","111-13-08","Gallatin National Forest"
382,"2009-03-12","G","0","0",,"12","01","Awaiting more data on fuels information from the site.","YLWM8","NRCC","MT","0","Gallatin NF","45-18-21","Yellow Mule","6587","Portal Lower","111-09-55","Gallatin National Forest"
383,"2009-06-15",,"0","12","SE","12","01",,,"SOCC","CA","0","Cal Fire","32-38-49","NONE","4016","White Star","116-19-00","CDF San Diego Unit"
384,"2009-03-27","B","0","0","SW","12","01","Sampling site fuels burnt out in 2007 from the Witch Incident","VLCC1","SOCC","CA","0","RSF","33-01-12","Valley Center","328","El Apajo","117-10-09","Rancho Santa Fe Fire Protection"
385,"2009-03-27","B","0","10","SW","12","01","This site was burnt through during the Witch incident in 2007.","VLCC1","SOCC","CA","0","RSF","33-02-06","Valley Center","964","4S Ranch","117-06-12","Rancho Santa Fe Fire Protection"
386,"2009-03-28","B","0","30","S","12","01","Unspecified Manzanita and Chamise are combined new and old growth average.",,"SOCC","CA","0","Cal Fire","38-00-12","NONE","2500","Sonora","120-21-06","CDF Toulumne-Calaveras Unit"
387,"2009-03-31","C","0","0","S","12","01","Co-located with the Lookout Mountain RAWS. RAWS ID 052003",,"RMCC","CO","0","Jeffco Sheriff","39-43-27","NONE","7504","Lookout Mountain","105-15-01","Colorado State Forest Service Golden District"
388,"2009-05-19","C","0","0","W","12","01","Nearest RAWS is in Newcastle.",,"RMCC","WY","0","BLM","43-48-26","NONE","4747","Newcastle","104-05-26","Wyoming High Plains District"
389,"2009-05-20","G","0","10","E","10","04",,"CHAC2","RMCC","CO","0","NPS","37-14-35","Chapin","7650","Chapin","108-30-13","Mesa Verde National Park"
390,"2009-05-20","C","0","5","S","10","04",,"DYKC2","RMCC","CO","0","USFS","37-14-09","Devil Mtn.","7069","Sauls Creek","107-32-10","San Juan NF"
391,"2009-05-22","T","0","10","S","10","05","The sagebrush is actually Mountain sagebrush not Threetip but Mountain was not listed","CDAW4","RMCC","WY","1","Forest Service","44-50-46","Crandall","6625","Crandall 1","109-35-14","Shoshone NF"
392,"2009-05-22","G","0","20","N","10","05",,"CDAW4","RMCC","WY","1","Forest Service","44-50-38","Crandall","6688","Crandall 2","109-34-45","Shoshone NF"
393,"2009-05-22","C","0","0","S","11","03",,"HSYN1","RMCC","NE","0","USFS","41-53-51","Bessey","2873","BRDRAWS","100-18-39","Nebraska NF"
394,"2009-05-22","T","0","0","N","10","05",,"ECEW4","RMCC","WY","0","BLM","44-30-31","Echeta","4058","60 Bar","105-26-22","Wyoming High Plains District"
395,"2009-05-22","C","0","30","S","11","03","The Dawes County Complex burned over the RAWS on July 27, 2006 and, though it never stopped taking readings, all the live PIPO fuel in the vicinity was burned up an the fuel site Pine Ridge 1 replaced it, 2 or 3 miles to the south south west.","HRSN1","RMCC","NE","0","USFS","42-43-26","Kings Canyon","4080","Kings Canyon RAWS South","102-58-18","Nebraska NF"
396,"2009-05-26","T","0","10","SW","10","03","Sagebrush sampling site established in 2009.","FAFO3","NWCC","OR","0","BLM","44-48-45","Flagstaff Hill","3600","Keating Cutoff","117-39-53","NW11-VAD"
397,"2009-05-29","C","0","3","N","10","04",,"CCRU1","EGBC","UT","0","USFS","40-53-18","Cart Creek","6758","Firefighters Memorial","109-27-07","Ashley NF"
398,"2009-06-01","C","10","30","S","12","01","Sample site is approximately 100 ft. uphill from RAWS","CEKC2","RMCC","CO","0","USFS","39-37-10","Corral Creek","8210","Corral Creek","105-28-23","Arapaho NF"
399,"2010-01-06","G","0","5","N","12","01","Site is USFS (Lewis and Clark NF) with BLM protection responsibility through MOU.  Fuels sampled are generally old growth.","LSNM8","NRCC","MT","0","BLM","46-51-02","Little Snowy","5000","Crystal Lake Road","109-30-32","BLM MT"
400,"2009-06-02","T","0","3","SE","12","01","Site is 5 miles south of Cody, WY.","RATW4","RMCC","WY","1","BLM","44-26-40","Rattlesnake Mtn.","5577","Spring Creek","109-02-20","Wind River-Bighorn Basin District"
401,"2009-06-03",,"0","0","N","12","01","NAD 83 used for coordinates.","BEUU1","EGBC","UT","0","USDA Forest Service","41-13-28","Beus Canyon","6313","Snowbasin","111-51-49","Wasatch-Cache NF"
402,"2009-06-03","C","23","15","S","11","04","Sampling site is located 1.6 miles north of Elk Mtn RAWS station in an open ponderosa pine stand between highways 385 and 87.","WCAS2","RMCC","SD","0","National Park Service","43-34-49","Wica_Elk Mountain","4465","Elk Mtn","103-29-38","Wind Cave National Park"
403,"2009-06-09","C","0","5","SE","10","04",,"SDVC2","RMCC","CO","0","BIA","37-05-26","Sandoval Mesa","8300","Sandoval","107-19-16","Southern Ute Agency"
404,"2009-06-09","T","0","5","S","10","04",,"MMRC2","RMCC","CO","0","BIA","37-04-23","Mesa Mtn","7100","Mesa Mountain","107-45-12","Southern Ute Agency"
405,"2012-09-05","G","0","0","N","12","01",,"BMRM8","NRCC","MT","0","BLM Montana","46-15-39","Billings Qd #1","3770","Steamboat","108-05-59","BLM MT"
406,"2009-06-15",,"0","0","S","12","04",,"CSPC1","SOCC","CA","0","Camp Pendleton","33-26-29","Case Springs","2651","Case Springs RAWS","117-23-48","CDF San Diego Unit"
407,"2010-04-15","G","100","0",,"12","01",,"FART2","SACC","TX","1","TFS","26-22-39","Falcon Lake","230","COPL_Starr_TX","098-43-37","Texas State Forestry"
408,"2009-06-16","T","3","15","SE","08","05",,"BLAU1","EGBC","UT","0","BIA, UOA","40-26-49","Blacktail","7695","Towanta Flat","110-29-57","Uintah Ouray - BIA"
409,"2009-06-16","T","6","10","SE","08","05",,"YLSU1","EGBC","UT","0","BIA, UOA","40-26-24","Yellowstone Drainage","6880","Gulf Pond","110-13-39","Uintah Ouray - BIA"
410,"2009-06-16","C","0","15","NE","10","04",,"BHRC2","RMCC","CO","0","USFS","37-01-20","Big Horn","8500","Big Horn","106-12-19","Rio Grande NF"
411,"2009-06-17","H","0","10","W","12","01","1000 hour fuels only sampled at this site.","WRSM8","NRCC","MT","0","Beaverhead-Deer Lodge NF","45-36-10","Wise River","6300","Steel Creek","113-20-46","Beaverhead-Deerlodge NF"
412,"2009-06-18","H","0","20","NW","10","04",,"BLPC2","RMCC","CO","0","USFS","37-47-38","Blue Park","10374","Blue Park","106-46-53","Rio Grande NF"
413,"2009-06-18","H","0","25","S","10","04",,"LUJC2","RMCC","CO","0","USFS","38-12-35","Lujan","10100","Lujan","106-32-57","Rio Grande NF"
414,"2009-06-18","F","0","5","W","10","04",,"SDNC2","RMCC","CO","0","NPS","37-43-35","Sand Dunes","8317","Sand Dunes","105-30-38","Sand Dunes National Park"
415,"2009-06-18",,"0","0",,"12","01",,,"SOCC","CA","0","Cal Fire","33-00-10","NONE","2200","Mt. Woodson Station","116-57-41","CDF San Diego Unit"
416,"2009-06-19","G","20","10","N","10","05",,"JVAU1","EGBC","UT","1","Forest Service","39-46-40","Joes Vallley","7605","West Scofield","111-12-44","Manti-La Sal NF North"
417,"2009-06-22","T","0","20","E","10","04",,"CDAW4","RMCC","WY","1","USFS","44-43-51","Crandall","7720","Bald Ridge 1","109-22-27","Shoshone NF"
418,"2009-06-22","G","0","20","NE","10","04",,"CDAW4","RMCC","WY","1","USFS","44-43-22","Crandall","7600","Bald Ridge 2","109-21-34","Shoshone NF"
419,"2009-06-22","T","0","20","SW","10","04",,"EGLW4","RMCC","WY","1","USFS","44-27-52","Eagle","6400","Kitty Creek 1","109-51-52","Shoshone NF"
420,"2009-06-22","G","0","20","N","10","04",,"EGLW4","RMCC","WY","1","USFS","44-27-25","Eagle","6400","Kitty Creek 2","109-51-33","Shoshone NF"
421,"2009-06-22","T","0","20","SE","10","04",,"EGLW4","RMCC","WY","1","USFS","44-26-25","Eagle","6520","Green Creek","109-30-11","Shoshone NF"
422,"2009-06-22","G","0","20","SE","10","04",,"RATW4","RMCC","WY","1","USFS","44-18-19","Rattlesnake Mtn.","8680","Carter Mountain","109-14-35","Shoshone NF"
423,"2009-06-22","T","0","20","S","10","04",,"GCRW4","RMCC","WY","1","USFS","44-01-24","Grass Creek Divide","7700","Dick Creek 1","109-08-10","Shoshone NF"
424,"2009-06-22","G","0","20","NE","10","04",,"GCRW4","RMCC","WY","1","USFS","44-01-20","Grass Creek Divide","7920","Dick Creek 2","109-08-19","Shoshone NF"
425,"2009-06-22","T","20","20","S","10","04",,"DHOC2","RMCC","CO","1","USFS WRF","40-00-26","Dead Horse","7200","Cattle Creek","107-34-11","White River NF"
426,"2009-06-22","G","15","0","W","10","04",,"MITC2","RMCC","CO","0","USFS WRF","39-51-50","Deep Creek","9900","Burro Mountian","107-35-13","White River NF"
427,"2009-06-22","F","13","10","S","10","04",,"CRWC2","RMCC","CO","0","BLM GSFO-UCR CZ","39-19-14","The Crown","8100","Crown","107-08-05","Glenwood Springs Field Office"
428,"2009-06-22","G","15","80","N","10","04",,"STOC2","RMCC","CO","0","BLM GSFO UCR CZ","39-32-38","Storm King Mountain","8000","Lookout Mtn","107-17-50","Glenwood Springs Field Office"
429,"2009-06-22","F","25","10","NE","10","04",,"RFEC2","RMCC","CO","0",,"39-27-13","Rifle","7350","Grass Mesa","107-47-05","Glenwood Springs Field Office"
430,"2009-06-22","F","8","0","S","10","04",,"RFEC2","RMCC","CO","0","BLM GSFO UCR CZ","39-31-06","Rifle","5555","Garfield County Airport","107-43-22","Glenwood Springs Field Office"
431,"2009-06-23","T","2","100","N","10","05",,"DMMC2","RMCC","CO","0","BLM","39-27-24","Demaree","6100","Demaree","108-47-20","Grand Junction Field Office"
432,"2009-06-23","T","3","25","NW","10","05",,"PNRC2","RMCC","CO","0","BLM","39-21-52","Pine Ridge","5850","Spear Hunter","108-21-57","Grand Junction Field Office"
433,"2009-06-29","G","0","10","S","12","01",,"TEPM8","NRCC","MT","0","USFS","45-55-44","Tepee Pt","6257","Tepee","113-44-32","Bitterroot National Forest"
434,"2009-06-30","F","0","0","N","11","03",,"GPRC2","RMCC","CO","0","BLM","39-35-02","Gypsum","7866","Hardscrabble","106-47-12","Glenwood Springs Field Office"
435,"2009-06-30","G","0","5","W","11","05",,"SODC2","RMCC","CO","0","USFS","39-33-36","Soda Creek","9237","Soda Creek","105-59-11","White River NF"
436,"2009-07-02","G","0","25","SW","11","04",,"BEFM8","NRCC","MT","0","Lewis and Clark NF","47-28-42","Benchmark","5515","Benchmark","112-51-49","Lewis And Clark NF"
437,"2009-07-03","B","0","0","S","12","01","Site is located near Descanso RAWS. This site was selected after the 2003 Cedar Fire burned up the Poser Mountain sampling site October 2003","DENC1","SOCC","CA","0","USFS","32-51-25","Descanso","3555","DESCANSO STATION","116-37-20","Cleveland NF"
438,"2011-01-04",,"0","10","SE","10","06",,"MOUC1","SOCC","CA","0","USFS","38-11-33","Mount Elizabeth","3830","Summit1","120-07-23","Stanislaus NF"
439,"2009-07-05","U","0","20","W","12","01","Located approximately 5 miles SW of Lake George and Lake George RAWS, near the Wagon Tongue subdivision.  This is a new site to relect the N and E slope components with different fuel moistures, as a result of the new data base setup.  Vegetation consists","LKGC2","RMCC","CO","0","US Forest Service","38-55-07","Lake George","8700","D10 - Sledgehammer North","105-23-48","Pike NF"
440,"2009-07-06",,"0","0","NE","12","01",,,"SOCC","CA","0","CAL FIRE","33-16-18","NONE","3200","Warner Springs Station","116-38-20","CDF San Diego Unit"
441,"2009-07-07","A","0","0","S","12","01","2.5 mi ENE of Lookout Mtn RAWS. On CSFS Golden District property.",,"RMCC","CO","0","CSFS","39-44-26","NONE","5880","South Table Mountain","105-11-00","Colorado State Forest Service Golden District"
442,"2009-07-07","C","0","0","S","12","01","2 miles south of Corral Creek RAWS.","CEKC2","RMCC","CO","0","CSFS","39-37-14","Corral Creek","8200","Mt Evans SWA Unit 25","105-28-22","Colorado State Forest Service Golden District"
443,"2009-07-07","C","0","0","S","12","01","2.1 miles south of Corral Creek RAWS","CEKC2","RMCC","CO","0","CSFS","39-37-14","Corral Creek","8250","Mt Evans SWA Unit 27","105-28-55","Colorado State Forest Service Golden District"
444,"2009-07-07","C","0","0","S","12","01","3 miles SSW of Corral Creek RAWS.","CEKC2","RMCC","CO","0","CSFS","39-35-58","Corral Creek","9000","Mt Evans SWA Unit 7","105-30-00","Colorado State Forest Service Golden District"
445,"2009-07-07",,"0","10","W","12","01",,,"SOCC","CA","0","CAL FIRE","33-25-39","NONE","1560","Rainbow Camp","117-07-06","CDF San Diego Unit"
446,"2009-07-07","B","0","0","S","12","01",,"CEEC1","SOCC","CA","0","Ventura County FD","34-10-18","Cheeseboro","900","Los Robles, Thousand Oaks","118-52-56","Ventura County FD"
447,"2009-07-10","C","0","10","W","10","04","Average Duff and Little depth 1.7 inches
Ground area covered by Duff 95 percent","DYKC2","RMCC","CO","0","SJF-PAG","37-19-57","Devil Mtn.","7840","Turkey Springs","107-07-32","San Juan NF"
448,"2009-07-14",,"0","35","SW","12","04",,"CMNC1","SOCC","CA","1","USFS","32-44-01","Cameron Fire Station","4010","Cameron","116-27-00","Cleveland NF"
449,"2009-07-15","G","0","0","SE","10","04","Southeaster part of Ute Mountain Agency near Johnson Canyon","CHAC2","RMCC","CO","0","Ute Mountain Agency","37-02-02","Chapin","6800","North Thomas","108-15-38","Ute Mountain Ute Agency"
450,"2009-07-15","F","0","0","SE","10","04",,"CHAC2","RMCC","CO","0","Ute Mountain Agency","37-14-50","Chapin","6800","Sundance","108-47-03","Ute Mountain Ute Agency"
451,"2009-07-17","F","0","6","SE","09","05",,"BLAU1","EGBC","UT","0","BIA-UOA","40-16-12","Blacktail","6100","Bluebench","110-23-17","Uintah Ouray - BIA"
452,"2009-07-21","A","1","17","SW","08","07","2018 annual fuel loading 1.07 tons per acre
07_24_2014 annual fuel loading= 1.05 tons per acre
2013 annual fuel loading = 0.7 tons acre","MUDW4","RMCC","WY","0","BLM","41-47-48","Muddy Creek","7052","KemmererCheat","110-31-51","Wyoming High Desert District"
453,"2009-07-21","C","0","25","SW","11","04",,"GSNM8","NRCC","MT","0","USDA FS","47-55-21","Gleason","5499","ELko","112-45-27","Lewis And Clark NF"
